"ID.Cell.per.Trip","Area","Site","Year","Total.Angler.Hours","Grid.Cell.ID","Barred Sand Bass","Bat Ray","Bigmouth Sole","Black Rockfish","Black-and-Yellow Rockfish","Blacksmith","Blue Rockfish","Bocaccio","Brown Rockfish","Buffalo Sculpin","Bull Sculpin","Cabezon","Calico Rockfish","California Halibut","California Lizardfish","California Scorpionfish","California Sheephead","Canary Rockfish","Chilipepper Rockfish","China Rockfish","Chinook Salmon","Common Thresher Shark","Copper Rockfish","Deacon Rockfish","Fantail Sole","Freckled Rockfish","Garibaldi","Giant Sea Bass","Gopher Rockfish","Grass Rockfish","Halfmoon","Honeycomb Rockfish","Jack Mackerel","Jack Smelt","Kelp Bass","Kelp Greenling","Kelp Rockfish","Lingcod","Longfin Sanddab","Mackerel (Family Scombridae)","Northern Anchovy","Ocean Whitefish","Olive or Yellowtail Rockfish","Olive Rockfish","Opaleye","Pacific  (Chub) Mackerel","Pacific Barracuda","Pacific Bonito","Pacific Halibut","Pacific Sanddab","Pacific Sardine","Painted Greenling","Pelagic Stingray","Petrale Sole","Pile Perch","Quillback Rockfish","Rock Greenling","Rock Sole","Rock Wrasse","Rosy Rockfish","Rubberlip Seaperch","Salema","Sand Sole","Sanddab spp.","Sarcastic Fringehead","Sargo","Scalyhead Sculpin","Senorita","Sharpnose Surfperch","Silversides (Family Atherinopsidae)","Soupfin Shark","Speckled Sanddab","Spiny Dogfish","Squarespot Rockfish","Starry Rockfish","Starry Skate","Striped Seaperch","Tiger Rockfish","Top smelt","Treefish","Tubesnout","UnID Blue Rockfish","Unknown","Unknown rockfish","Vermilion Rockfish","White Croaker","White Seabass","Widow Rockfish","Wolf Eel","Yelloweye Rockfish","Yellowfin Croaker","Yellowtail Jack","Yellowtail Rockfish","Total"
"AIM09172003","Anacapa Island","MPA",2020,5.2,"AI03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692307692,0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92307692307692,0,0,0,0,0,0,17.1153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4230769230769
"AIM09172007","Anacapa Island","MPA",2020,5.183333334,"AI07",0,0,0,0,0,0,1.15755626994758,0.385852089982527,0,0,0,0,0,0,0,0,0.192926044991264,0,0,0,0,0,3.66559485483401,0,0,0,0,0,0,0,0,0.964630224956318,0,0,0.192926044991264,0,0,0.192926044991264,0,0,0,2.50803858488643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771704179965054,0,0,0,0,0.192926044991264,0,0,0,0,0.192926044991264,0,0,0,0,0,0,0,0,10.4180064295282
"AIM09181901","Anacapa Island","MPA",2019,5.75,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521739130434783,0,0,0,0,0,0,20.5217391304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3913043478261
"AIM09181905","Anacapa Island","MPA",2019,2.894444444,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345489443431169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14587332117403,0,0.345489443431169,0,0,0,0,18.310940501852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1477927098883
"AIM09181907","Anacapa Island","MPA",2019,4.933333333,"AI07",0,0,0,0,0,0,0,0.405405405432798,0,0,0,0,0,0,0,0.202702702716399,1.01351351358199,0,0,0,0,0,1.41891891901479,0,0,0,0,0,0.608108108149196,0,0,0,0,0,0,0,0,0,0,0,0,4.05405405432798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608108108149196,0,0,0,0,2.02702702716399,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3378378385363
"AIM09191901","Anacapa Island","MPA",2019,6.033333334,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165745856335277,0,0,0,0,0,0.662983425341107,0,0,0,0,0,0,0,0,0,0,0,1.82320441968804,0,0,0,0,0,0,17.4033149152041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0552486165685
"AIM09191906","Anacapa Island","MPA",2019,4.966666667,"AI06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201342281865682,0,0,0,0.805369127462727,0,0,0,0,0,0,1.61073825492545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201342281865682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81879194611954
"AIM09212002","Anacapa Island","MPA",2020,2.733333333,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65853658581202,0,0,0,0,0,0,20.4878048805473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1463414663593
"AIM09212007","Anacapa Island","MPA",2020,3.4,"AI07",0,0,0,0,0,0,1.76470588235294,0.588235294117647,0,0,0,0,0,0,0,0.294117647058824,0.882352941176471,0,0,0,0,0,4.41176470588235,0,0,0,0,0,0,0,0,0.882352941176471,0,0,0,0,0,0,0,0,0,8.82352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647058824,0,0,0,0,0.882352941176471,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0,21.7647058823529
"AIM10091905","Anacapa Island","MPA",2019,8.133333333,"AI05",0,0,0,0,0,0.12295081967717,0,0,0,0,0,0,0,0,0,0,1.59836065580321,0,0,0,0,0,0.24590163935434,0,0,0,0,0,0,0,0,0,0,0,2.21311475418906,0,0,0,0,0,0,17.8278688531897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0081967222135
"AIM10091909","Anacapa Island","MPA",2019,4.333333333,"AI09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230786982,0.230769230786982,0,0,0,0,0,0.230769230786982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30769230810059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769230786982,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23076923124852
"AIM10181802","Anacapa Island","MPA",2018,4.916666667,"AI02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203389830494685,0,0,0,0,0,0.610169491484056,0,0,0,0,0,0,0,0,0,0,0,0.610169491484056,0,0.406779660989371,0,0,0,0,9.7627118637449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406779660989371,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9999999991864
"AIM10181809","Anacapa Island","MPA",2018,8.795,"AI09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22740193291643,0.22740193291643,0,0,0,0,0,0.113700966458215,0,0,0,0,0,0.341102899374645,0,0,0,0,0,0.113700966458215,0,0,0,0,0,0,6.48095508811825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113700966458215,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6179647527004
"AIM10231904","Anacapa Island","MPA",2019,8.141666666,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736949846529126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47389969305825,0,0.245649948843042,0,0,0,0,14.2476970328964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7041965213269
"AIM10231908","Anacapa Island","MPA",2019,6.908333334,"AI08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289505428198841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144752714099421,0,0,0,0,0,0,0,0,0,0,8.25090470366698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144752714099421,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82991556006466
"AIM10251701","Anacapa Island","MPA",2017,7.329722222,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272861636420142,1.22787736389064,0,0,0,0,0,0.545723272840284,0,0,0,0,0,0,0,0,0,0,0,1.77360063673092,0,0.136430818210071,0,0,0,0,18.0088680037294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9653617318214
"AIM10251704","Anacapa Island","MPA",2017,4.983333333,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00334448167246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20401337800696,0,0,0,0,0.200668896334493,0,12.0401337800696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4481605360835
"AIM10291801","Anacapa Island","MPA",2018,4.416666667,"AI01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452830188645069,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58490566025774,0,0,0,2.71698113187042,0,0,0,0,0,0,1.58490566025774,0.905660377290139,0,0.226415094322535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47169811264365
"AIM10291805","Anacapa Island","MPA",2018,5.449999999,"AI05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183486238565777,1.10091743139466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93577981705244,0,0,0,0,0,0,20.0000000036697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2201834906826
"AIM10301803","Anacapa Island","MPA",2018,8.741666667,"AI03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228789323156195,0,0,0,0,0,0.114394661578097,0,0,0,0,0,0,0,0,0,0,0,2.51668255471814,0,0,0,0,0,0,28.3698760713682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2297426108206
"AIM10301804","Anacapa Island","MPA",2018,2.733333333,"AI04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365853658581202,0.731707317162403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731707317162403,0,0,0,0,0,0,17.5609756118977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3902439048037
"AIM10311804","Anacapa Island","MPA",2018,9.816666667,"AI04",0,0,0,0,0,0.101867572152738,0,0,0.203735144305476,0,0,0,0,0,0,0.101867572152738,1.01867572152738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52801358229107,0,0.101867572152738,0,0,0,0,13.2427843798559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2988115444381
"AIM10311808","Anacapa Island","MPA",2018,8.35,"AI08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119760479041916,0.359281437125749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74251497005988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119760479041916,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34131736526946
"AIM11071702","Anacapa Island","MPA",2017,8.45,"AI02",0,0,0,0,0,0,0,0,0.118343195266272,0,0,0,0,0,0,0,0.236686390532544,0,0,0,0,0,0.591715976331361,0,0,0,0,0,0,0,0,0,0,0,1.42011834319527,0,0.591715976331361,0,0,0,0,15.2662721893491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2248520710059
"AIM11071708","Anacapa Island","MPA",2017,8.8,"AI08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113636363636364,0.340909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340909090909091,0,0,0,0,6.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27272727272727
"AIM11141806","Anacapa Island","MPA",2018,5.783333333,"AI06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345821325668347,0,0,0,0.345821325668347,0,0,0,0,0,0,8.12680115320616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81844380454285
"AIM11141807","Anacapa Island","MPA",2018,6.070833333,"AI07",0,0.164722031580767,0,0,0,0.164722031580767,0.494166094742302,0,0,0,0,0,0,0,0,0.164722031580767,0.329444063161534,0,0,0,0,0,0.823610157903836,0,0,0,0,0,0.494166094742302,0,0,0,0,0,0,0,0,0,0,0,0,5.60054907374608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823610157903836,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05971173694219
"AIR09082012","Anacapa Island","REF",2020,5.920833333,"AI12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506685432822333,0,0,0,0,0,0,0,0,0,0,0,0,0.168895144274111,0,0,0,0,0,0,0,0,0,0,0,0,4.22237860685277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89795918394922
"AIR09082013","Anacapa Island","REF",2020,5.416666667,"AI13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738461538416095,0.184615384604024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8769230766845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.553846153812071,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35384615351669
"AIR09102014","Anacapa Island","REF",2020,4.141666667,"AI14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13883299773531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13883299773531
"AIR09102017","Anacapa Island","REF",2020,3.366666667,"AI17",0,0,0,0,0,0,1.18811881176355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.36633663234,0,1.78217821764533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3366336617488
"AIR09152011","Anacapa Island","REF",2020,4.941666667,"AI11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60708263065045,0,0,0,0,0,0,0.404721753766967,0,0,0,0,0,0.202360876883483,0,0,0,0,0,0,0,0,0,0,0,0,1.82124789195135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202360876883483,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23777403013573
"AIR09152015","Anacapa Island","REF",2020,5.3125,"AI15",0,0,0,0,0,0,0.376470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564705882352941,0,0,0,0,0,0.188235294117647,0,0,0,0,0,0,0,0,0.188235294117647,0,0,0,2.25882352941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188235294117647,0,0,0,0,0.564705882352941,0,0,0,0,0.188235294117647,0,0,0,0,0,0,0,0,5.64705882352941
"AIR09162010","Anacapa Island","REF",2020,6.670833333,"AI10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299812617129285,0.149906308564642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19737663980999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64709556550392
"AIR09162016","Anacapa Island","REF",2020,5.9,"AI16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525423729,0.169491525423729,0,0,0,0,0,0.169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169491525423729,0,0,0,0.508474576271186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1864406779661
"AIR09171910","Anacapa Island","REF",2019,4.25,"AI10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52941176470588
"AIR09171913","Anacapa Island","REF",2019,8.383333333,"AI13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238568588478671,0.119284294239335,0,0,0,0,0,0,0,0,0,0,0,0.119284294239335,0,0.715705765436012,0,0,0,0.119284294239335,0,0,0,0,0,0,3.57852882718006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238568588478671,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12922465229142
